10000 7500
6388 117 6462
6389 131 19588
6390 81 22765
6391 72 13838
6392 178 10204
6393 100 12177
6394 25 22274
6395 120 14935
6396 117 4771
6397 193 19183
6398 166 1405
6399 63 19680
6400 55 6429
6401 84 2851
6402 89 29363
6403 113 2029
6404 168 3588
6405 200 14744
6406 56 10144
6407 141 21561
6408 179 14065
6409 81 25803
6410 186 11465
6411 25 13422
6412 83 13818
6413 68 15384
6414 142 4882
6415 111 4276
6416 150 29011
6417 62 29358
6418 77 25727
6419 195 10548
6420 58 29354
6421 131 8369
6422 193 6575
6423 50 29843
6424 151 22722
6425 102 9680
6426 34 19086
6427 165 26773
6428 47 2056
6429 68 24476
6430 178 29923
6431 151 18247
6432 77 18581
6433 141 10009
6434 27 25343
6435 36 19972
6436 80 28550
6437 140 4193
6438 76 10973
6439 107 8467
6440 135 12384
6441 26 14232
6442 150 23951
6443 164 10724
6444 174 29512
6445 88 9295
6446 114 10302
6447 142 4718
6448 90 21498
6449 158 25892
6450 32 17985
6451 79 17887
6452 174 26907
6453 199 10713
6454 111 8818
6455 115 24277
6456 153 20029
6457 117 5374
6458 147 19512
6459 26 16336
6460 151 27649
6461 87 24808
6462 54 5876
6463 157 19536
6464 37 26954
6465 139 26916
6466 146 13994
6467 170 20527
6468 140 13233
6469 96 25130
6470 138 26770
6471 135 25954
6472 54 27915
6473 56 7128
6474 170 23777
6475 112 19153
6476 73 1798
6477 112 12078
6478 65 26189
6479 149 11397
6480 110 29744
6481 48 20784
6482 145 29465
6483 102 988
6484 113 18901
6485 173 17450
6486 47 21875
6487 180 8820
6488 85 21083
6489 68 19919
6490 195 22115
6491 39 18987
6492 192 29382
6493 96 7936
6494 122 9029
6495 172 25064
6496 108 3995
6497 127 28860
6498 139 9860
6499 63 28860
6500 65 2315
6501 141 27135
6502 70 6064
6503 90 20330
6504 194 28253
6505 160 24708
6506 151 25670
6507 118 26982
6508 116 21110
6509 61 3325
6510 98 600
6511 172 15261
6512 154 3290
6513 48 20757
6514 166 20318
6515 72 24614
6516 160 5924
6517 44 16821
6518 172 27701
6519 199 28189
6520 106 102
6521 105 5376
6522 84 19294
6523 62 3527
6524 139 13626
6525 27 16892
6526 170 17943
6527 144 7875
6528 136 22623
6529 143 10733
6530 116 18246
6531 58 11924
6532 66 3445
6533 144 25213
6534 114 18598
6535 129 9803
6536 164 29001
6537 178 20823
6538 159 239
6539 37 28697
6540 177 13903
6541 173 10794
6542 77 24092
6543 196 5781
6544 35 23651
6545 41 12358
6546 80 28211
6547 65 18769
6548 79 12081
6549 85 15504
6550 78 20086
6551 50 2081
6552 150 23188
6553 79 7380
6554 170 29955
6555 181 13642
6556 170 28017
6557 43 28406
6558 84 19455
6559 98 21526
6560 169 27051
6561 84 7704
6562 117 10868
6563 145 3267
6564 60 23157
6565 91 6330
6566 146 20428
6567 82 2328
6568 135 14017
6569 179 13393
6570 91 22135
6571 114 10532
6572 127 27821
6573 82 24963
6574 163 13123
6575 144 13083
6576 133 3075
6577 154 11785
6578 191 23610
6579 36 19594
6580 55 16526
6581 27 8
6582 33 17037
6583 135 3272
6584 197 18394
6585 112 21375
6586 200 20049
6587 187 19735
6588 197 17196
6589 177 11495
6590 86 7536
6591 89 23195
6592 187 21715
6593 59 7257
6594 68 2734
6595 90 2090
6596 99 5477
6597 138 15268
6598 41 17136
6599 115 29917
6600 49 17906
6601 163 5113
6602 90 5901
6603 103 2175
6604 80 9543
6605 173 6118
6606 62 20950
6607 200 16744
6608 32 16994
6609 88 27987
6610 168 3554
6611 37 21690
6612 110 21230
6613 101 7894
6614 85 1847
6615 26 26598
6616 144 18156
6617 86 4058
6618 65 26556
6619 48 29856
6620 106 26252
6621 125 12231
6622 121 11636
6623 119 6216
6624 110 29326
6625 131 24709
6626 87 16983
6627 70 11908
6628 156 6059
6629 161 22928
6630 89 16666
6631 77 4009
6632 78 27586
6633 170 5230
6634 165 20649
6635 37 12942
6636 76 17410
6637 141 10453
6638 125 24147
6639 116 10378
6640 104 3574
6641 150 2703
6642 164 10540
6643 26 5119
6644 94 17115
6645 87 24502
6646 76 23923
6647 118 8601
6648 29 12927
6649 110 22001
6650 143 1619
6651 167 26827
6652 188 115
6653 183 776
6654 29 6650
6655 186 436
6656 120 5295
6657 26 7131
6658 82 24100
6659 194 2431
6660 182 23000
6661 173 21345
6662 146 14498
6663 50 14782
6664 41 26479
6665 71 7351
6666 121 18077
6667 169 23476
6668 183 24159
6669 84 25155
6670 49 24461
6671 46 17384
6672 195 5080
6673 42 21941
6674 179 19467
6675 91 16744
6676 42 10359
6677 80 5740
6678 81 20737
6679 65 28633
6680 104 10007
6681 183 28016
6682 75 16512
6683 60 16273
6684 166 28447
6685 171 24182
6686 115 13369
6687 85 5365
6688 168 18783
6689 49 23978
6690 65 10732
6691 169 3419
6692 170 1512
6693 110 28650
6694 193 12382
6695 74 22168
6696 125 9617
6697 47 20471
6698 136 24378
6699 96 19501
6700 64 874
6701 43 28434
6702 122 1599
6703 127 15393
6704 133 20159
6705 98 11334
6706 82 2794
6707 56 11036
6708 154 261
6709 29 15610
6710 154 13319
6711 169 11382
6712 63 10663
6713 117 1766
6714 73 21300
6715 26 4216
6716 53 17652
6717 130 19119
6718 187 25504
6719 103 22335
6720 198 20233
6721 156 29256
6722 106 24771
6723 59 16387
6724 191 26327
6725 132 20377
6726 181 22476
6727 86 8931
6728 155 16314
6729 144 14531
6730 165 14666
6731 66 6138
6732 53 10451
6733 96 27919
6734 42 6118
6735 134 4320
6736 102 6625
6737 159 2080
6738 28 26569
6739 170 9130
6740 55 26814
6741 26 8892
6742 129 13968
6743 70 5131
6744 129 11222
6745 37 14246
6746 87 21111
6747 39 28203
6748 177 28342
6749 130 20219
6750 99 22727
6751 98 13513
6752 79 10816
6753 48 7098
6754 112 16761
6755 140 6630
6756 158 28437
6757 169 15567
6758 92 16047
6759 33 25389
6760 92 16710
6761 154 23154
6762 52 19072
6763 68 15732
6764 29 23829
6765 150 28223
6766 51 6839
6767 143 28610
6768 30 10030
6769 115 25037
6770 159 4638
6771 123 16716
6772 59 29891
6773 178 4534
6774 169 29331
6775 74 13204
6776 160 22259
6777 77 23859
6778 58 4065
6779 142 5094
6780 45 21892
6781 93 27152
6782 178 4107
6783 105 16384
6784 65 14171
6785 164 10927
6786 49 25790
6787 178 4587
6788 105 12628
6789 200 11617
6790 94 21746
6791 173 27997
6792 140 13881
6793 103 1686
6794 33 14148
6795 163 28542
6796 111 29151
6797 165 11121
6798 194 4157
6799 136 17394
6800 63 21627
6801 120 13487
6802 113 15017
6803 161 13097
6804 180 9897
6805 129 9601
6806 34 2237
6807 101 21997
6808 126 5803
6809 186 16766
6810 199 19517
6811 51 2341
6812 195 23703
6813 125 28276
6814 187 17316
6815 109 28890
6816 87 3044
6817 64 26359
6818 53 13153
6819 55 15704
6820 49 16871
6821 145 1042
6822 60 9253
6823 134 11577
6824 88 5776
6825 46 17710
6826 196 20001
6827 122 26662
6828 191 9863
6829 130 17914
6830 34 23310
6831 91 12472
6832 170 5530
6833 198 27118
6834 146 988
6835 157 18082
6836 187 20829
6837 155 13318
6838 122 1217
6839 134 27841
6840 136 29587
6841 198 8635
6842 155 11951
6843 72 9642
6844 93 6585
6845 75 25343
6846 79 27061
6847 126 15304
6848 86 29348
6849 173 3976
6850 39 1593
6851 65 24545
6852 30 23884
6853 174 28855
6854 148 9107
6855 127 8443
6856 78 18596
6857 141 4632
6858 106 28724
6859 105 22359
6860 117 24531
6861 141 17907
6862 159 1866
6863 146 533
6864 117 21982
6865 52 7900
6866 110 2916
6867 84 22347
6868 151 16658
6869 169 4602
6870 156 599
6871 108 17161
6872 82 6472
6873 41 26092
6874 52 12417
6875 26 23208
6876 140 18854
6877 178 4890
6878 135 27027
6879 182 28284
6880 104 22633
6881 111 25285
6882 165 14978
6883 168 5051
6884 155 21536
6885 141 10103
6886 95 29048
6887 183 24032
6888 88 25407
6889 179 23419
6890 72 21276
6891 122 27475
6892 185 16795
6893 148 7200
6894 149 20490
6895 99 15532
6896 90 18017
6897 40 15022
6898 106 11151
6899 97 10981
6900 71 6077
6901 99 7525
6902 188 18345
6903 156 23347
6904 32 4383
6905 53 4279
6906 114 16094
6907 129 5787
6908 176 16820
6909 146 29412
6910 69 24820
6911 151 3135
6912 92 2111
6913 52 22181
6914 101 20932
6915 161 22299
6916 200 24243
6917 151 21188
6918 180 14083
6919 190 9043
6920 41 14003
6921 129 20474
6922 56 27777
6923 92 15688
6924 108 15597
6925 131 4609
6926 120 6394
6927 39 5955
6928 176 8602
6929 112 28116
6930 54 7648
6931 151 15597
6932 171 2941
6933 56 27182
6934 183 4022
6935 88 11839
6936 64 2248
6937 81 823
6938 48 4924
6939 54 14619
6940 113 14313
6941 35 19992
6942 170 9673
6943 147 5561
6944 155 434
6945 148 512
6946 57 442
6947 164 16323
6948 63 5596
6949 104 3109
6950 41 26079
6951 172 3992
6952 158 23612
6953 166 28349
6954 191 4028
6955 176 1759
6956 44 21250
6957 175 15397
6958 99 24049
6959 85 25549
6960 106 984
6961 100 2562
6962 58 1223
6963 93 17512
6964 186 8740
6965 180 29138
6966 27 11919
6967 33 15848
6968 194 20647
6969 29 16769
6970 58 9868
6971 87 13013
6972 181 16629
6973 129 8391
6974 173 25717
6975 171 17862
6976 148 19054
6977 144 4477
6978 61 22012
6979 140 9798
6980 71 18960
6981 176 18273
6982 198 18416
6983 97 19112
6984 110 24669
6985 176 3735
6986 96 758
6987 83 18356
6988 115 27859
6989 195 17119
6990 191 13389
6991 93 26627
6992 163 1756
6993 183 29071
6994 47 5795
6995 172 869
6996 106 24155
6997 142 14687
6998 195 29614
6999 158 27984
7000 66 16029
7001 111 11521
7002 187 1169
7003 76 16877
7004 172 2974
7005 51 5306
7006 99 8975
7007 164 1509
7008 194 15739
7009 123 10848
7010 133 22150
7011 173 5342
7012 41 13562
7013 132 5227
7014 79 178
7015 66 13808
7016 150 11280
7017 184 15696
7018 137 1555
7019 100 24180
7020 169 12919
7021 133 27243
7022 109 14121
7023 167 15327
7024 107 12033
7025 182 4095
7026 158 20594
7027 180 26838
7028 131 12167
7029 200 23681
7030 64 11626
7031 56 11254
7032 145 9167
7033 189 18057
7034 26 12225
7035 52 21602
7036 79 24425
7037 164 6091
7038 57 298
7039 193 14755
7040 194 295
7041 41 22863
7042 192 17340
7043 77 7747
7044 170 28116
7045 59 24554
7046 181 15267
7047 87 15350
7048 121 15459
7049 70 11506
7050 27 28346
7051 155 5529
7052 122 28302
7053 172 14018
7054 111 9388
7055 156 17280
7056 26 324
7057 119 19626
7058 119 6195
7059 132 17168
7060 110 5150
7061 49 20403
7062 184 231
7063 80 27553
7064 114 28213
7065 90 19724
7066 150 18517
7067 125 2031
7068 26 13224
7069 88 28121
7070 187 21171
7071 80 21349
7072 142 1894
7073 134 9156
7074 32 14697
7075 188 18750
7076 94 20748
7077 72 29318
7078 187 27607
7079 46 13020
7080 179 12279
7081 143 28729
7082 195 4347
7083 63 6669
7084 90 23159
7085 173 16533
7086 33 26540
7087 193 12175
7088 90 25206
7089 138 19225
7090 54 6709
7091 142 18803
7092 89 23477
7093 128 1139
7094 67 21341
7095 102 23254
7096 188 16900
7097 38 23470
7098 39 29092
7099 130 15168
7100 66 11278
7101 44 19283
7102 82 22284
7103 153 25307
7104 25 29138
7105 171 16446
7106 143 22505
7107 169 16007
7108 165 29720
7109 145 13416
7110 173 1302
7111 181 13736
7112 129 5002
7113 93 22151
7114 133 13695
7115 111 9047
7116 116 21722
7117 177 15493
7118 30 29785
7119 183 20550
7120 82 1682
7121 188 17472
7122 130 18596
7123 30 10166
7124 115 26974
7125 53 28431
7126 59 6601
7127 174 29180
7128 90 25723
7129 58 22047
7130 81 11352
7131 125 17092
7132 74 29421
7133 33 29783
7134 29 26087
7135 36 10830
7136 96 3679
7137 150 28305
7138 42 8131
7139 47 23293
7140 57 14755
7141 147 9731
7142 84 10241
7143 70 9309
7144 115 12944
7145 99 28083
7146 47 2447
7147 94 3720
7148 163 6814
7149 166 13775
7150 45 186
7151 181 7020
7152 64 29258
7153 133 2490
7154 100 26499
7155 142 25196
7156 29 23856
7157 151 8960
7158 136 26540
7159 53 16410
7160 163 25975
7161 148 10130
7162 190 6018
7163 33 12992
7164 183 23703
7165 183 22083
7166 40 27723
7167 135 10455
7168 44 17131
7169 88 10719
7170 197 15077
7171 115 1233
7172 45 17193
7173 105 19380
7174 76 11165
7175 134 29567
7176 123 20281
7177 152 18264
7178 162 6248
7179 128 21833
7180 86 10726
7181 163 6541
7182 200 25721
7183 44 5427
7184 139 6291
7185 25 2831
7186 64 4763
7187 152 6652
7188 171 26960
7189 167 18391
7190 52 8172
7191 125 27966
7192 109 10356
7193 126 7454
7194 99 189
7195 142 22905
7196 26 25905
7197 125 19361
7198 177 29144
7199 107 10828
7200 179 29987
7201 66 3154
7202 150 425
7203 117 9408
7204 112 18539
7205 30 18211
7206 111 28458
7207 153 1515
7208 133 15110
7209 128 8120
7210 170 27310
7211 120 8915
7212 38 13172
7213 123 21190
7214 116 5765
7215 121 24102
7216 63 28379
7217 63 16852
7218 43 19763
7219 60 8891
7220 165 6761
7221 133 11363
7222 123 2333
7223 133 26735
7224 90 4549
7225 190 15443
7226 58 12229
7227 157 1423
7228 193 5335
7229 188 20420
7230 147 7333
7231 65 29554
7232 135 831
7233 61 17217
7234 185 25368
7235 147 11597
7236 89 12264
7237 200 13699
7238 92 12188
7239 169 14742
7240 56 21639
7241 144 1297
7242 131 7245
7243 199 18323
7244 43 8035
7245 158 6382
7246 159 12318
7247 39 10133
7248 52 11395
7249 173 10092
7250 99 6160
7251 49 21595
7252 127 21000
7253 37 15722
7254 43 28429
7255 103 8979
7256 27 6999
7257 91 12990
7258 123 25698
7259 184 3173
7260 140 22758
7261 170 8154
7262 91 4544
7263 118 24575
7264 187 21986
7265 194 29053
7266 73 2706
7267 47 29271
7268 129 2291
7269 57 15948
7270 103 15455
7271 150 3490
7272 45 11552
7273 103 13047
7274 169 24142
7275 148 23684
7276 155 14829
7277 133 28326
7278 53 26474
7279 92 5311
7280 180 3917
7281 99 29308
7282 55 1361
7283 27 13031
7284 107 19923
7285 170 23425
7286 121 255
7287 154 10534
7288 199 19744
7289 84 1759
7290 134 22503
7291 139 13488
7292 76 3631
7293 61 3056
7294 161 4712
7295 182 1268
7296 77 19080
7297 167 27955
7298 192 5505
7299 129 6794
7300 43 16315
7301 146 13508
7302 33 3484
7303 81 11079
7304 147 23972
7305 126 19816
7306 99 8280
7307 32 158
7308 174 21468
7309 69 24718
7310 124 17930
7311 137 17512
7312 57 9264
7313 34 10152
7314 88 2802
7315 185 22899
7316 164 29866
7317 46 18389
7318 157 446
7319 131 2928
7320 169 12304
7321 47 23595
7322 95 8750
7323 144 15197
7324 114 9668
7325 130 9101
7326 165 18603
7327 76 17309
7328 34 12077
7329 108 18985
7330 86 27108
7331 67 10346
7332 86 24640
7333 150 6674
7334 53 28200
7335 185 2206
7336 176 15048
7337 128 7438
7338 77 25904
7339 66 6718
7340 187 15252
7341 178 15872
7342 102 12429
7343 36 8071
7344 177 6992
7345 71 22087
7346 75 27994
7347 104 13776
7348 65 7517
7349 106 422
7350 172 6402
7351 43 28923
7352 49 4778
7353 81 21598
7354 145 11698
7355 67 18956
7356 157 20485
7357 35 13506
7358 25 14358
7359 32 10122
7360 93 7687
7361 104 8152
7362 120 10991
7363 143 4664
7364 99 12376
7365 181 13278
7366 178 14063
7367 145 16578
7368 33 1265
7369 55 8577
7370 186 19194
7371 100 28967
7372 70 15062
7373 64 18942
7374 84 16752
7375 111 27120
7376 142 13974
7377 159 6469
7378 124 9902
7379 84 26174
7380 189 22569
7381 196 17406
7382 127 4356
7383 184 8175
7384 28 24862
7385 40 7637
7386 175 20635
7387 83 84
7388 89 25427
7389 42 11468
7390 186 792
7391 163 19319
7392 182 26562
7393 51 16081
7394 151 13270
7395 167 28739
7396 38 10762
7397 57 18821
7398 165 2832
7399 27 3440
7400 117 13746
7401 172 24452
7402 197 383
7403 63 22781
7404 169 26264
7405 160 20690
7406 72 12834
7407 144 18173
7408 171 18498
7409 197 22209
7410 143 29211
7411 124 13957
7412 76 19796
7413 49 1440
7414 59 6123
7415 199 9375
7416 133 28659
7417 170 13305
7418 153 4713
7419 141 7553
7420 40 10332
7421 138 4383
7422 85 20953
7423 67 15264
7424 50 3160
7425 152 17568
7426 154 4771
7427 188 18694
7428 94 23356
7429 61 6248
7430 127 14068
7431 31 2051
7432 158 19448
7433 115 24470
7434 136 21439
7435 30 7840
7436 130 12967
7437 166 7638
7438 87 4777
7439 109 19720
7440 136 6725
7441 31 16657
7442 175 27867
7443 110 18765
7444 158 14539
7445 124 27052
7446 134 10634
7447 70 17683
7448 170 14456
7449 64 6945
7450 78 26877
7451 184 20367
7452 139 3358
7453 125 20113
7454 158 27257
7455 64 22421
7456 197 29822
7457 173 21828
7458 80 3483
7459 168 25262
7460 45 11955
7461 161 29330
7462 85 27767
7463 108 5374
7464 118 11867
7465 86 820
7466 143 9806
7467 106 18585
7468 195 1894
7469 33 27648
7470 167 1232
7471 60 9483
7472 69 18200
7473 150 5093
7474 106 24605
7475 26 22406
7476 136 5370
7477 143 5500
7478 120 15098
7479 177 28062
7480 124 29542
7481 137 12058
7482 171 2770
7483 74 5213
7484 176 22042
7485 68 16518
7486 193 5631
7487 56 678
7488 127 10014
7489 114 28216
7490 50 25179
7491 198 11177
7492 28 25060
7493 108 10036
7494 182 3900
7495 89 19825
7496 186 19681
7497 99 1844
7498 106 15228
7499 73 9817
7500 158 16268
7501 150 6894
7502 35 28686
7503 139 28433
7504 115 2396
7505 32 19668
7506 158 6325
7507 53 4474
7508 97 224
7509 37 17894
7510 84 5309
7511 110 26621
7512 53 15952
7513 152 23790
7514 84 5520
7515 143 21153
7516 68 6292
7517 54 26390
7518 25 18321
7519 190 20027
7520 148 4173
7521 183 994
7522 154 16891
7523 131 11882
7524 146 9031
7525 167 27589
7526 59 20196
7527 137 15679
7528 124 29025
7529 148 20031
7530 152 25778
7531 199 2683
7532 110 15580
7533 72 13398
7534 84 245
7535 153 13672
7536 186 13119
7537 177 14915
7538 145 2835
7539 52 23474
7540 177 15626
7541 47 8907
7542 133 27975
7543 161 24672
7544 175 16756
7545 102 1543
7546 126 2236
7547 185 20955
7548 192 16001
7549 72 4419
7550 109 14128
7551 34 27014
7552 198 9106
7553 96 3606
7554 108 21427
7555 160 6508
7556 180 846
7557 46 19225
7558 92 9998
7559 96 25819
7560 42 4950
7561 57 21991
7562 25 20641
7563 105 1352
7564 25 23648
7565 195 29238
7566 104 212
7567 67 11373
7568 30 20883
7569 59 3961
7570 125 24762
7571 61 2065
7572 127 25882
7573 145 24426
7574 128 11536
7575 124 15337
7576 141 308
7577 39 22
7578 61 2975
7579 85 3941
7580 198 13495
7581 34 10749
7582 99 12133
7583 194 5728
7584 143 19804
7585 192 28027
7586 109 20156
7587 99 10171
7588 110 4083
7589 92 4621
7590 187 7544
7591 45 8455
7592 147 9987
7593 84 5151
7594 105 16201
7595 172 9582
7596 151 12269
7597 131 26105
7598 185 1508
7599 128 10119
7600 39 17872
7601 58 12227
7602 99 20940
7603 197 6768
7604 39 9696
7605 148 16993
7606 143 7696
7607 143 1442
7608 154 16627
7609 200 642
7610 35 15683
7611 200 15225
7612 40 19610
7613 74 5056
7614 181 25865
7615 191 12427
7616 48 6024
7617 181 4467
7618 43 23401
7619 58 4689
7620 192 22622
7621 185 26687
7622 37 29832
7623 152 24351
7624 82 4719
7625 88 1988
7626 122 17919
7627 116 1057
7628 144 11245
7629 200 28644
7630 94 3990
7631 182 3549
7632 101 18426
7633 167 13328
7634 90 19249
7635 40 21274
7636 182 16049
7637 144 18538
7638 144 22439
7639 176 15041
7640 109 14232
7641 92 23910
7642 78 10591
7643 158 16030
7644 36 13782
7645 185 11649
7646 99 8447
7647 85 27784
7648 192 23212
7649 159 15050
7650 116 11830
7651 155 681
7652 190 6986
7653 42 26461
7654 120 14810
7655 133 2932
7656 121 4880
7657 50 13894
7658 71 4511
7659 59 20010
7660 28 27300
7661 50 12415
7662 74 23206
7663 30 15321
7664 89 4012
7665 138 11580
7666 25 19396
7667 140 20071
7668 117 20534
7669 187 2156
7670 103 4384
7671 168 17087
7672 183 14633
7673 60 1085
7674 63 19959
7675 126 20139
7676 66 5455
7677 97 5707
7678 189 19102
7679 43 27781
7680 129 27749
7681 121 21657
7682 112 27972
7683 183 26229
7684 145 4610
7685 40 6551
7686 153 16175
7687 109 959
7688 127 13673
7689 116 2654
7690 167 29489
7691 160 27240
7692 120 8048
7693 186 9956
7694 197 324
7695 48 2965
7696 48 23448
7697 181 27920
7698 132 6348
7699 140 22628
7700 197 28883
7701 99 9005
7702 90 29167
7703 35 22216
7704 191 18358
7705 45 22821
7706 95 364
7707 116 5494
7708 99 5709
7709 161 11911
7710 105 5888
7711 147 10456
7712 80 9496
7713 63 27107
7714 155 8874
7715 62 15855
7716 85 25264
7717 115 22814
7718 71 11173
7719 29 19973
7720 179 22602
7721 146 81
7722 93 9205
7723 62 7728
7724 138 3726
7725 190 27298
7726 133 17217
7727 33 8948
7728 128 22480
7729 62 25258
7730 65 8492
7731 48 15461
7732 163 18674
7733 138 4537
7734 126 6007
7735 198 12080
7736 56 13655
7737 152 4276
7738 67 24085
7739 155 14124
7740 138 14345
7741 149 7423
7742 33 1878
7743 122 10976
7744 157 5128
7745 145 8413
7746 123 48
7747 186 23725
7748 169 14851
7749 158 1270
7750 129 5475
7751 62 2168
7752 161 25509
7753 148 18339
7754 130 1150
7755 71 107
7756 174 26587
7757 65 29758
7758 40 6603
7759 181 29172
7760 122 23317
7761 121 1700
7762 44 7810
7763 56 18436
7764 156 37
7765 34 19869
7766 95 3055
7767 172 24639
7768 123 4831
7769 122 7212
7770 149 4496
7771 47 4178
7772 114 21199
7773 168 5898
7774 113 21020
7775 53 22234
7776 25 25357
7777 181 14052
7778 70 19357
7779 160 8530
7780 153 28545
7781 38 1256
7782 167 26785
7783 142 19217
7784 56 27927
7785 69 13948
7786 158 10099
7787 53 9856
7788 41 28412
7789 65 11802
7790 96 9877
7791 91 10120
7792 58 27968
7793 67 21103
7794 148 3010
7795 168 19420
7796 122 4381
7797 123 9504
7798 118 29273
7799 41 9133
7800 55 1501
7801 144 29621
7802 103 17556
7803 124 19247
7804 120 7932
7805 176 11751
7806 184 5083
7807 38 5745
7808 178 22392
7809 120 3077
7810 146 2831
7811 88 26955
7812 196 25875
7813 195 8377
7814 179 11531
7815 189 22345
7816 47 23292
7817 85 981
7818 167 14144
7819 107 9518
7820 35 21275
7821 140 22587
7822 189 25841
7823 35 18462
7824 33 1530
7825 154 19986
7826 145 26737
7827 84 11572
7828 155 6102
7829 116 17757
7830 40 20160
7831 30 13366
7832 35 14770
7833 162 649
7834 138 4573
7835 127 10044
7836 191 14138
7837 30 11259
7838 83 7313
7839 96 4563
7840 98 27609
7841 172 13202
7842 193 17839
7843 157 16956
7844 173 27424
7845 144 24276
7846 39 3869
7847 114 7385
7848 167 21987
7849 154 256
7850 183 904
7851 179 5109
7852 185 19281
7853 103 7723
7854 89 22438
7855 197 11786
7856 86 19536
7857 68 20743
7858 87 26112
7859 90 14019
7860 200 25113
7861 174 17470
7862 174 15935
7863 79 324
7864 138 15592
7865 107 10832
7866 87 23581
7867 157 7887
7868 133 15011
7869 178 22157
7870 33 10598
7871 111 3846
7872 142 5282
7873 100 13860
7874 169 8637
7875 126 1280
7876 190 6171
7877 134 15435
7878 162 26308
7879 102 6379
7880 195 22688
7881 82 4745
7882 132 15854
7883 79 11833
7884 137 10944
7885 125 14665
7886 94 7931
7887 166 28027
7888 116 19450
7889 102 27309
7890 158 22467
7891 116 8187
7892 165 41
7893 109 27094
7894 100 15730
7895 40 20950
7896 121 3386
7897 102 7389
7898 63 21029
7899 93 26455
7900 140 29561
7901 71 6217
7902 92 5981
7903 43 27055
7904 30 28832
7905 67 23515
7906 74 5655
7907 174 26287
7908 71 8026
7909 92 14747
7910 196 3204
7911 168 8524
7912 69 7742
7913 144 2179
7914 154 11484
7915 34 7093
7916 157 9752
7917 166 24888
7918 44 23904
7919 158 17513
7920 168 29009
7921 76 20385
7922 111 25433
7923 183 16709
7924 58 16403
7925 55 3565
7926 110 13503
7927 33 8898
7928 196 10704
7929 188 26365
7930 116 9709
7931 169 9584
7932 141 29470
7933 47 17896
7934 182 9116
7935 73 28813
7936 132 29140
7937 117 19138
7938 36 5868
7939 127 10733
7940 102 13653
7941 98 24579
7942 107 9090
7943 28 18398
7944 185 14551
7945 178 18332
7946 76 923
7947 99 2776
7948 80 8737
7949 103 117
7950 53 8783
7951 137 2328
7952 74 24478
7953 194 15197
7954 193 10016
7955 194 5318
7956 28 16579
7957 80 20823
7958 124 9723
7959 76 21812
7960 25 6686
7961 136 1236
7962 176 8058
7963 195 14351
7964 83 7386
7965 44 17351
7966 48 26100
7967 86 442
7968 73 23847
7969 110 3625
7970 62 17919
7971 198 3882
7972 185 15189
7973 40 6516
7974 199 16627
7975 144 1888
7976 184 14823
7977 27 7271
7978 152 19838
7979 30 22378
7980 95 25145
7981 184 13390
7982 68 5758
7983 143 24525
7984 188 12173
7985 45 16170
7986 83 13443
7987 43 10940
7988 159 21106
7989 39 6246
7990 76 28486
7991 109 7396
7992 36 17607
7993 146 12540
7994 172 18991
7995 61 11018
7996 127 20997
7997 48 11731
7998 154 27294
7999 39 15413
8000 146 10755
8001 118 9557
8002 29 21632
8003 72 11884
8004 121 20654
8005 73 26821
8006 108 2613
8007 96 8799
8008 195 25233
8009 34 10367
8010 120 8959
8011 96 28358
8012 91 4847
8013 80 9412
8014 37 16342
8015 112 11606
8016 81 2758
8017 162 3997
8018 93 18009
8019 112 19830
8020 47 10360
8021 162 4154
8022 132 20865
8023 176 22247
8024 25 10642
8025 157 6672
8026 56 6700
8027 142 25906
8028 99 21469
8029 157 13687
8030 43 6492
8031 132 17611
8032 25 22806
8033 47 16342
8034 54 20191
8035 83 25828
8036 46 22820
8037 133 26226
8038 140 19285
8039 32 12484
8040 158 27436
8041 124 25877
8042 143 537
8043 62 22033
8044 189 9802
8045 79 12519
8046 125 13715
8047 169 8246
8048 144 4440
8049 195 37
8050 190 7109
8051 113 1531
8052 160 8549
8053 116 26315
8054 129 16227
8055 166 4110
8056 150 10657
8057 138 24149
8058 193 10823
8059 61 15902
8060 120 4604
8061 76 25973
8062 166 11253
8063 34 1189
8064 100 5156
8065 81 23025
8066 96 9793
8067 51 18543
8068 78 28663
8069 81 22526
8070 193 6358
8071 196 11255
8072 111 15677
8073 163 10911
8074 60 27935
8075 148 23475
8076 66 7936
8077 63 27207
8078 172 16
8079 67 17583
8080 91 12324
8081 87 138
8082 44 17865
8083 80 10457
8084 183 22592
8085 143 7768
8086 46 5970
8087 70 22316
8088 134 776
8089 162 24497
8090 158 6390
8091 76 13952
8092 125 20122
8093 46 16216
8094 114 22257
8095 30 8012
8096 76 27108
8097 94 3047
8098 68 15885
8099 56 1499
8100 37 22838
8101 90 13778
8102 63 10991
8103 181 26804
8104 30 22022
8105 93 29531
8106 67 21976
8107 178 25439
8108 121 7344
8109 126 8586
8110 152 28155
8111 30 10531
8112 198 7451
8113 49 16586
8114 175 3432
8115 44 14515
8116 181 10053
8117 172 7779
8118 107 17088
8119 79 21864
8120 46 8587
8121 90 13872
8122 90 17580
8123 119 19010
8124 131 3668
8125 148 7226
8126 151 20545
8127 148 3436
8128 115 14036
8129 141 4033
8130 116 14456
8131 140 26440
8132 132 23191
8133 115 4606
8134 191 15153
8135 77 25740
8136 179 567
8137 163 7004
8138 74 25273
8139 181 19420
8140 165 29960
8141 125 7115
8142 144 27104
8143 126 1202
8144 43 6923
